ID_Pesanan,Tanggal_Pemesanan,ID_Produk,Nama_Produk,Kategori,Bahan_Material,Warna_Finishing,Merek_Siri,Berat_Gram,Dimensi_Cm,Stok,Harga_Rupiah,Quantity
ORD-50155,2021-07-12,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,271.3,14.9,184,36000,10
ORD-50159,2021-07-16,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Atmobrass Jaya,187.9,10.1,50,32000,7
ORD-50160,2021-07-17,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,127.5,13.2,136,47000,4
ORD-50160,2021-07-17,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,154.4,13.0,26,47000,4
ORD-50160,2021-07-17,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,242.8,13.7,131,57000,1
ORD-50162,2021-07-27,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Modern Hardware,86.9,5.1,113,48000,3
ORD-50162,2021-07-27,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,50.0,9.1,100,48000,7
ORD-50162,2021-07-27,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,251.0,10.4,97,97000,2
ORD-50163,2021-07-27,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,281.3,11.7,42,47000,7
ORD-50163,2021-07-27,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,205.1,8.7,198,97000,6
ORD-50164,2021-07-29,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,21.9,9.2,151,25000,9
ORD-50165,2021-07-30,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,260.8,7.4,48,47000,10
ORD-50166,2021-07-31,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,69.3,8.5,92,19000,6
ORD-50166,2021-07-31,HW-003,Engsel Jahit,Engsel,Besi,Hitam Matte,Atmobrass Jaya,112.4,12.2,93,32000,4
ORD-50167,2021-08-01,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,241.0,13.3,26,34000,10
ORD-50169,2021-08-03,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,133.7,8.4,137,28000,8
ORD-50169,2021-08-03,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,232.2,11.3,53,34000,1
ORD-50170,2021-08-04,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Coklat Gelap,Atmobrass Jaya,211.8,13.3,189,47000,5
ORD-50170,2021-08-04,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Maison Le Forge,146.4,8.6,182,19000,5
ORD-50171,2021-08-05,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,293.0,9.6,45,47000,4
ORD-50173,2021-08-07,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Modern Hardware,22.4,5.3,102,25000,7
ORD-50174,2021-08-09,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,112.6,4.9,160,19000,2
ORD-50176,2021-08-14,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,135.8,8.7,167,48000,8
ORD-50176,2021-08-14,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,96.4,8.4,121,48000,3
ORD-50177,2021-08-15,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,21.6,4.2,162,48000,10
ORD-50178,2021-08-17,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,116.9,6.8,78,28000,10
ORD-50181,2021-08-19,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,43.5,8.5,70,28000,10
ORD-50181,2021-08-19,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,206.3,7.7,56,90000,10
ORD-50186,2021-08-23,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,106.7,13.3,70,210000,7
ORD-50188,2021-08-25,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,87.8,5.7,19,28000,10
ORD-50188,2021-08-25,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Berkilat,Heritage Series,236.0,13.3,95,34000,3
ORD-50189,2021-08-26,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Atmobrass Jaya,264.4,13.0,136,32000,3
ORD-50189,2021-08-26,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,199.2,10.6,107,90000,5
ORD-50190,2021-09-03,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Maison Le Forge,93.7,9.9,160,25000,9
ORD-50190,2021-09-03,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,23.5,4.9,135,28000,6
ORD-50191,2021-09-04,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,132.5,5.3,25,48000,4
ORD-50191,2021-09-04,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,196.2,11.3,163,47000,5
ORD-50192,2021-09-05,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Perak Saten,Maison Le Forge,137.8,7.8,79,19000,10
ORD-50195,2021-09-09,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,244.5,14.9,58,36000,4
ORD-50195,2021-09-09,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,94.9,8.8,171,210000,5
ORD-50196,2021-09-09,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,123.9,13.7,71,210000,7
ORD-50197,2021-09-11,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Hitam Matte,Atmobrass Jaya,280.3,8.7,53,47000,10
ORD-50197,2021-09-11,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,33.9,5.7,185,28000,6
ORD-50198,2021-09-11,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Heritage Series,38.8,4.9,146,19000,5
ORD-50199,2021-09-13,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,151.3,7.0,76,210000,4
ORD-50201,2021-09-17,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,177.7,8.1,163,36000,3
ORD-50201,2021-09-17,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Modern Hardware,162.0,7.6,186,210000,10
ORD-50202,2021-09-21,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,407.5,9.0,36,34000,1
ORD-50203,2021-09-24,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Berkilat,Atmobrass Jaya,48.5,8.9,50,19000,8
ORD-50204,2021-09-28,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,73.8,5.4,39,48000,4
ORD-50204,2021-09-28,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,248.1,14.1,112,90000,8
ORD-50204,2021-09-28,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,49.6,9.7,81,28000,7
ORD-50205,2021-09-28,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,193.7,8.6,101,210000,1
ORD-50205,2021-09-28,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,203.7,7.3,182,57000,4
ORD-50206,2021-09-28,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,151.6,10.3,158,36000,8
ORD-50207,2021-09-29,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,380.2,10.9,147,97000,2
ORD-50208,2021-09-29,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Hitam Matte,Maison Le Forge,276.2,9.4,39,47000,3
ORD-50208,2021-09-29,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,146.6,9.2,61,48000,5
ORD-50210,2021-10-05,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,258.8,7.7,176,47000,2
ORD-50211,2021-10-06,HW-003,Engsel Jahit,Engsel,Besi,Perak Berkilat (Chrome),Atmobrass Jaya,105.4,12.4,95,32000,3
ORD-50211,2021-10-06,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,232.6,9.8,125,210000,7
ORD-50212,2021-10-07,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Berkilat (Chrome),Atmobrass Jaya,270.4,13.3,187,34000,8
ORD-50212,2021-10-07,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Matte,Atmobrass Jaya,220.9,14.8,164,90000,10
ORD-50212,2021-10-07,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,435.2,10.2,133,97000,1
ORD-50213,2021-10-07,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Berkilat,Heritage Series,365.4,11.1,64,34000,10
ORD-50214,2021-10-08,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Heritage Series,83.6,10.0,174,90000,3
ORD-50216,2021-10-13,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,116.2,11.8,87,57000,4
ORD-50216,2021-10-13,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,282.0,14.3,13,90000,10
ORD-50218,2021-10-13,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Maison Le Forge,92.6,10.5,32,57000,5
ORD-50219,2021-10-15,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,37.9,7.9,11,25000,9
ORD-50219,2021-10-15,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,81.2,5.2,158,48000,4
ORD-50221,2021-10-19,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,103.8,7.6,138,36000,5
ORD-50222,2021-10-20,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,264.3,11.8,184,90000,3
ORD-50223,2021-10-24,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Maison Le Forge,287.9,9.6,75,36000,1
ORD-50225,2021-10-25,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,105.7,9.6,127,210000,1
ORD-50225,2021-10-25,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,480.6,12.7,156,97000,2
ORD-50227,2021-10-28,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Maison Le Forge,114.3,9.8,189,47000,7
ORD-50228,2021-10-28,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Hitam Matte,Atmobrass Jaya,143.9,7.8,18,19000,1
ORD-50228,2021-10-28,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,141.8,7.1,57,25000,5
ORD-50229,2021-10-29,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Saten,Atmobrass Jaya,203.7,13.9,190,47000,9
ORD-50229,2021-10-29,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,94.7,10.8,13,210000,7
ORD-50230,2021-10-29,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,130.2,5.4,33,25000,9
ORD-50231,2021-10-30,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Maison Le Forge,283.1,8.1,169,97000,1
ORD-50232,2021-10-31,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,264.9,10.2,47,210000,4
ORD-50233,2021-11-02,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,69.7,10.0,195,19000,3
ORD-50233,2021-11-02,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Perak Berkilat (Chrome),Atmobrass Jaya,222.3,10.6,122,34000,1
ORD-50234,2021-11-03,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,210.6,10.0,173,47000,9
ORD-50234,2021-11-03,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,22.7,6.8,26,25000,4
ORD-50235,2021-11-04,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,38.5,5.4,123,25000,9
ORD-50237,2021-11-05,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,157.0,13.7,180,210000,3
ORD-50239,2021-11-06,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,105.1,8.1,35,19000,3
ORD-50240,2021-11-08,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,233.5,8.0,77,47000,5
ORD-50241,2021-11-11,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,181.2,14.4,183,90000,4
ORD-50242,2021-11-14,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,29.7,9.7,11,28000,7
ORD-50243,2021-11-15,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,56.6,6.0,196,28000,5
ORD-50243,2021-11-15,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,68.2,9.7,131,19000,10
ORD-50243,2021-11-15,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,249.3,10.6,32,36000,10
ORD-50244,2021-11-17,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,88.3,14.1,196,57000,7
ORD-50245,2021-11-19,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,272.9,7.0,176,47000,5
ORD-50245,2021-11-19,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,401.9,13.5,13,97000,3
ORD-50246,2021-11-20,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,32.2,5.7,156,28000,2
ORD-50248,2021-11-22,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,134.6,14.3,193,36000,10
ORD-50249,2021-11-23,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Atmobrass Jaya,119.7,10.9,192,47000,8
ORD-50250,2021-11-23,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,107.1,11.4,129,90000,9
ORD-50250,2021-11-23,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,438.0,9.3,30,34000,10
ORD-50252,2021-11-24,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,111.9,9.6,109,25000,2
ORD-50253,2021-11-24,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,50.6,5.9,34,25000,5
ORD-50254,2021-11-27,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,172.9,10.2,159,57000,5
ORD-50255,2021-11-28,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,108.7,8.3,102,48000,3
ORD-50255,2021-11-28,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Hitam Matte,Atmobrass Jaya,107.3,5.9,11,19000,8
ORD-50256,2021-12-01,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,288.2,12.8,83,97000,4
ORD-50256,2021-12-01,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,96.7,4.4,125,25000,6
ORD-50256,2021-12-01,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Heritage Series,275.6,13.3,70,210000,1
ORD-50257,2021-12-01,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,135.2,8.5,97,210000,7
ORD-50259,2021-12-03,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Maison Le Forge,55.2,5.7,151,28000,6
ORD-50259,2021-12-03,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,33.3,7.7,130,48000,4
ORD-50260,2021-12-05,HW-003,Engsel Jahit,Engsel,Besi,Coklat Gelap,Atmobrass Jaya,208.8,12.7,18,32000,7
ORD-50261,2021-12-05,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,131.5,8.2,44,57000,10
ORD-50262,2021-12-06,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,99.9,12.4,88,36000,3
ORD-50262,2021-12-06,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,93.1,7.5,43,28000,7
ORD-50265,2021-12-14,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,222.3,11.9,165,210000,4
ORD-50265,2021-12-14,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Perak Saten,Heritage Series,255.9,11.5,72,47000,8
ORD-50267,2021-12-17,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,235.0,9.4,171,210000,7
ORD-50268,2021-12-18,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,390.4,10.8,196,97000,9
ORD-50269,2021-12-19,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Hitam Matte,Atmobrass Jaya,60.8,5.7,109,19000,8
ORD-50269,2021-12-19,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,124.4,14.5,152,36000,1
ORD-50270,2021-12-21,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,156.3,13.4,155,90000,6
ORD-50272,2021-12-22,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,375.3,13.1,193,34000,5
ORD-50274,2021-12-23,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,21.9,6.2,34,28000,4
ORD-50275,2021-12-23,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,98.8,9.4,79,48000,4
ORD-50276,2021-12-23,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Maison Le Forge,144.7,13.0,98,210000,2
ORD-50276,2021-12-23,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Perak Saten,Atmobrass Jaya,55.3,8.8,135,25000,9
ORD-50277,2021-12-25,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Maison Le Forge,236.9,11.2,168,36000,1
ORD-50277,2021-12-25,HW-003,Engsel Jahit,Engsel,Besi,Perak Saten,Atmobrass Jaya,283.7,10.9,157,32000,1
ORD-50278,2021-12-25,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Hitam Matte,Maison Le Forge,201.6,8.7,18,210000,6
ORD-50279,2021-12-26,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Coklat Gelap,Atmobrass Jaya,444.9,12.0,189,34000,6
ORD-50279,2021-12-26,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,169.1,13.9,94,57000,9
ORD-50279,2021-12-26,HW-009,Handle Peti,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Maison Le Forge,171.7,11.7,52,90000,7
ORD-50281,2021-12-29,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Emas Matte,Modern Hardware,78.0,7.4,76,19000,8
ORD-50282,2021-12-29,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Saten,Modern Hardware,226.9,8.4,59,97000,5
ORD-50283,2022-01-03,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Matte,Atmobrass Jaya,241.9,11.0,198,97000,10
ORD-50283,2022-01-03,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Perak Berkilat (Chrome),Maison Le Forge,298.0,13.8,85,97000,8
ORD-50283,2022-01-03,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,139.9,4.1,134,28000,4
ORD-50285,2022-01-06,HW-003,Engsel Jahit,Engsel,Besi,Emas Matte,Atmobrass Jaya,262.8,13.4,200,32000,2
ORD-50285,2022-01-06,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Emas Berkilat,Heritage Series,239.1,13.6,142,97000,5
ORD-50286,2022-01-06,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,122.7,9.9,110,48000,4
ORD-50287,2022-01-06,HW-004,Engsel Kepala Antiq,Engsel,Gangsa Antik,Perak Berkilat (Chrome),Atmobrass Jaya,100.7,14.4,179,47000,6
ORD-50290,2022-01-14,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Maison Le Forge,289.1,14.3,150,57000,4
ORD-50292,2022-01-17,HW-010,Hanger Kapstok,Aksesori & Plat,Besi,Coklat Gelap,Atmobrass Jaya,138.0,5.7,16,19000,2
ORD-50293,2022-01-18,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Hitam Matte,Atmobrass Jaya,120.5,7.4,52,28000,5
ORD-50293,2022-01-18,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,219.8,8.0,66,34000,9
ORD-50293,2022-01-18,HW-003,Engsel Jahit,Engsel,Besi,Hitam Matte,Atmobrass Jaya,145.2,7.0,176,32000,3
ORD-50295,2022-01-27,HW-002,Bintang,Aksesori & Plat,Kuningan (Brass),Emas Matte,Modern Hardware,69.7,7.1,182,25000,5
ORD-50295,2022-01-27,HW-003,Engsel Jahit,Engsel,Besi,Hitam Matte,Atmobrass Jaya,124.8,10.5,119,32000,2
ORD-50297,2022-01-28,HW-013,Roda Troli Kuningan,Roda & Kaki Perabot,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,278.5,10.5,175,97000,1
ORD-50298,2022-02-02,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Emas Matte,Atmobrass Jaya,105.2,6.8,14,48000,1
ORD-50298,2022-02-02,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,125.6,10.5,166,210000,2
ORD-50300,2022-02-06,HW-003,Engsel Jahit,Engsel,Besi,Emas Matte,Maison Le Forge,280.6,11.9,114,32000,9
ORD-50301,2022-02-07,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Emas Matte,Atmobrass Jaya,295.6,11.5,157,34000,2
ORD-50301,2022-02-07,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,286.2,9.8,181,36000,1
ORD-50301,2022-02-07,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Berkilat,Atmobrass Jaya,129.8,10.0,121,28000,1
ORD-50303,2022-02-09,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Berkilat,Maison Le Forge,242.8,11.3,89,47000,5
ORD-50303,2022-02-09,HW-012,Roda Troli Alumunium,Roda & Kaki Perabot,Aluminium,Hitam Matte,Heritage Series,454.5,9.0,73,34000,1
ORD-50305,2022-02-10,HW-001,Accecoris Katak,Aksesori & Plat,Kuningan (Brass),Emas Matte,Modern Hardware,133.0,4.7,10,28000,6
ORD-50307,2022-02-11,HW-007,Handle Kuningan,Pemegang & Tombol,Kuningan (Brass),Coklat Gelap,Atmobrass Jaya,136.3,14.8,128,210000,3
ORD-50308,2022-02-12,HW-011,Kotak Kuningan,Aksesori & Plat,Kuningan (Brass),Coklat Gelap,Maison Le Forge,93.8,7.5,136,48000,5
ORD-50308,2022-02-12,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Atmobrass Jaya,102.5,7.1,181,57000,7
ORD-50310,2022-02-13,HW-005,Engsel Tombak,Engsel,Gangsa Antik,Emas Matte,Atmobrass Jaya,127.3,14.1,96,47000,10
ORD-50310,2022-02-13,HW-003,Engsel Jahit,Engsel,Besi,Perak Saten,Modern Hardware,132.7,8.2,172,32000,10
ORD-50311,2022-02-14,HW-008,Handle Laci,Pemegang & Tombol,Kuningan (Brass),Perak Saten,Atmobrass Jaya,276.7,10.8,20,57000,3
ORD-50312,2022-02-15,HW-006,Handle Arsip Kuningan,Pemegang & Tombol,Kuningan (Brass),Perak Berkilat (Chrome),Modern Hardware,114.3,14.6,109,36000,5
